x,y,timestamp,pen_status
47246.363,14645.751,302.04147,1.0
47197.92,14670.228,327.8288,1.0
47258.895,14622.914,355.8321,1.0
47280.14,14632.801,358.6248,1.0
47251.836,14611.609,363.46646,1.0
47141.492,14690.687,365.24838,1.0
47199.01,14683.734,374.2198,1.0
47262.44,14645.38,379.81503,1.0
47264.574,14631.512,385.68488,1.0
47194.242,14639.432,387.57,1.0
47251.316,14625.858,388.78638,1.0
47201.645,14623.627,394.03342,1.0
47264.152,14589.146,397.5961,1.0
47214.04,14634.48,401.3088,1.0
47294.695,14616.1875,405.65094,1.0
47220.57,14594.779,407.63284,1.0
47271.53,14631.684,410.93256,1.0
47196.71,14627.858,411.78128,1.0
47183.418,14602.087,412.3683,1.0
47159.086,14639.79,414.56863,1.0
47129.01,14645.924,414.72726,1.0
47103.52,14619.128,416.51816,1.0
47074.965,14629.043,417.48352,1.0
47021.96,14615.462,418.92084,1.0
47015.434,14649.102,424.32974,1.0
46962.66,14645.488,436.36975,1.0
46963.19,14633.853,438.90945,1.0
46893.973,14659.546,439.0222,1.0
46830.74,14648.062,439.11438,1.0
46796.543,14633.13,440.85672,1.0
46752.676,14650.134,441.78632,1.0
46697.023,14674.835,442.90567,1.0
46685.473,14623.778,447.3264,1.0
46640.21,14597.7,448.27985,1.0
46585.023,14648.533,448.89603,1.0
46503.504,14666.588,451.01294,1.0
46507.79,14628.569,457.4887,1.0
46482.805,14594.647,458.1113,1.0
46379.523,14683.076,458.11273,1.0
46338.375,14661.644,459.70682,1.0
46306.75,14660.122,459.98297,1.0
46193.74,14629.128,461.18607,1.0
46140.45,14664.95,461.1897,1.0
46016.5,14644.017,462.62006,1.0
45962.36,14636.066,466.77292,1.0
45889.074,14637.864,468.0863,1.0
45802.43,14662.676,477.5468,1.0
45741.73,14651.944,482.4633,1.0
45678.605,14637.41,487.25873,1.0
45640.594,14645.84,490.4301,1.0
45555.348,14643.6045,493.28003,1.0
45518.684,14671.961,493.33087,1.0
45518.92,14604.811,494.3558,1.0
45416.82,14658.644,494.7011,1.0
45398.66,14635.6455,495.553,1.0
45399.0,14673.681,497.87878,1.0
45281.73,14634.918,498.36685,1.0
45311.746,14663.246,498.45956,1.0
45275.19,14657.424,499.01047,1.0
45233.676,14657.754,501.90097,1.0
45144.043,14626.579,502.27484,1.0
45195.613,14656.821,506.5284,1.0
45146.016,14650.182,508.293,1.0
45129.12,14632.592,508.89532,1.0
45086.1,14661.934,510.69525,1.0
45061.184,14626.833,511.19095,1.0
45049.844,14640.243,511.8176,1.0
45025.74,14631.501,512.41064,1.0
44955.918,14615.951,517.5478,1.0
44952.89,14670.206,522.6445,1.0
44914.383,14644.895,526.3323,1.0
44894.83,14654.765,526.9519,1.0
44830.832,14655.961,528.9852,1.0
44886.37,14656.154,531.4105,1.0
44827.332,14644.789,531.6084,1.0
44825.406,14636.879,532.32135,1.0
44799.33,14639.044,533.88007,1.0
44799.98,14652.841,535.0807,1.0
44755.77,14616.058,537.0078,1.0
44718.223,14664.592,540.5434,1.0
44660.03,14665.161,540.84863,1.0
44660.38,14650.826,543.61676,1.0
44523.6,14649.358,550.2949,1.0
44559.848,14630.118,552.7234,1.0
44548.56,14673.069,553.4745,1.0
44561.98,14634.966,553.549,1.0
44501.37,14665.906,555.11346,1.0
44550.363,14648.154,557.8478,1.0
44497.26,14659.152,558.5452,1.0
44524.496,14633.924,559.0642,1.0
44535.18,14671.94,559.70233,1.0
44507.215,14635.99,559.9931,1.0
44520.44,14641.095,564.0543,1.0
44509.74,14692.071,564.0866,1.0
44507.297,14687.886,565.6211,1.0
44475.863,14672.0625,566.5199,1.0
44404.484,14675.521,571.8366,1.0
44400.465,14660.369,574.4301,1.0
44400.844,14698.455,575.982,1.0
44423.008,14686.12,577.0533,1.0
44468.1,14697.873,577.86127,1.0
44451.777,14658.595,578.53754,1.0
44474.066,14685.559,579.37585,1.0
44396.445,14670.962,580.3472,1.0
44427.09,14675.138,580.4101,1.0
44420.867,14688.445,580.6624,1.0
44479.44,14675.128,581.9693,1.0
44451.152,14656.01,584.16943,1.0
44447.56,14617.976,586.917,1.0
44476.02,14628.907,588.6556,1.0
44589.504,14645.602,589.3213,0.0
44521.5,14584.629,590.224,0.0
44464.145,14606.588,590.27924,0.0
44535.9,14604.384,593.5818,0.0
44613.516,14601.7705,594.06604,0.0
44541.113,14598.448,594.5852,0.0
44417.215,14631.42,594.8856,0.0
44619.71,14541.668,595.4533,0.0
44560.215,14576.864,597.1416,0.0
44940.973,13788.318,601.822,0.0
44798.312,13796.118,606.3839,0.0
44913.2,13736.289,607.44366,0.0
44874.406,13818.981,607.96655,0.0
44934.438,13777.688,609.55615,0.0
44811.414,13792.686,609.8998,0.0
44834.703,13799.997,611.349,0.0
44966.605,13818.979,611.37915,0.0
44970.35,13854.312,613.2044,0.0
44899.527,14010.714,614.8727,0.0
44877.73,13963.381,615.2,0.0
44862.8,14058.953,616.9918,0.0
44924.047,14071.333,619.1914,0.0
44869.53,14251.153,621.9817,0.0
44807.055,14230.729,622.461,0.0
44761.902,14291.227,624.3903,0.0
44744.254,14390.539,624.4959,0.0
44731.383,14393.037,625.3173,0.0
44621.64,14484.784,625.4214,0.0
44686.83,14613.92,626.9979,0.0
44683.883,14594.417,628.3059,0.0
44550.055,14562.549,629.207,0.0
44531.145,14607.753,629.70703,0.0
44425.395,14637.218,630.3984,0.0
44473.83,14608.443,633.30835,0.0
44389.582,14655.923,634.35583,0.0
44276.492,14669.718,637.1418,0.0
44331.883,14677.099,640.51105,0.0
44283.79,14658.115,642.56256,0.0
44309.785,14660.998,642.7724,0.0
44260.492,14621.688,642.90326,0.0
44318.883,14595.373,642.9727,0.0
44330.21,14648.278,644.5215,0.0
44306.637,14622.286,648.655,0.0
44301.395,14614.384,650.14966,0.0
44259.684,14655.637,650.786,0.0
44310.45,14607.988,655.07697,0.0
44274.61,14645.79,655.262,0.0
44273.12,14626.189,656.2564,0.0
44281.574,14635.41,657.2287,0.0
44257.754,14683.732,658.3498,0.0
44353.016,14593.563,659.0487,0.0
44345.85,14618.166,663.1428,0.0
44302.68,14549.235,663.45905,0.0
44339.945,14603.095,666.6755,0.0
44280.74,14645.757,668.7741,0.0
44345.41,14654.702,672.8367,0.0
44366.938,14634.835,673.0089,0.0
44270.5,14664.895,674.6296,0.0
44349.33,14670.744,677.54626,0.0
44301.824,14635.67,681.1557,0.0
44419.945,14567.691,683.76465,0.0
44451.723,14628.871,683.80426,0.0
44327.098,14672.137,687.3014,0.0
44390.793,14642.013,687.5395,0.0
44373.05,14666.763,690.6429,0.0
44329.293,14682.107,691.63196,0.0
44357.746,14655.7705,691.91974,0.0
44308.816,14682.764,695.2574,0.0
44335.875,14627.664,698.7353,0.0
44343.86,14662.186,700.3487,0.0
44280.473,14665.293,705.3977,0.0
44277.65,14670.742,705.54767,0.0
44290.824,14688.227,712.5529,0.0
44304.24,14628.011,715.031,0.0
44281.48,14686.608,728.7138,0.0
44380.152,14637.959,731.8265,0.0
44298.84,14693.054,733.4085,0.0
44298.7,14675.596,733.5715,0.0
44281.586,14671.036,735.3739,0.0
44420.43,14623.992,739.07446,0.0
44307.676,14676.521,741.9814,0.0
44294.0,14636.608,746.38403,0.0
44357.05,14644.595,746.67,0.0
44326.793,14657.48,747.79175,0.0
44299.703,14667.944,749.6088,0.0
44311.6,14674.104,752.623,0.0
44255.207,14685.61,752.67395,0.0
44306.742,14664.223,752.96985,0.0
44361.457,14647.716,755.6382,0.0
44323.2,14660.468,768.1844,0.0
44350.566,14646.377,772.9803,0.0
44339.473,14639.539,773.39905,0.0
44335.707,14643.452,773.976,0.0
44297.688,14659.472,774.2909,0.0
44339.254,14658.895,775.0599,0.0
44280.508,14652.6455,775.17444,0.0
44280.973,14696.828,775.35974,0.0
44286.113,14692.314,783.2043,0.0
