x,y,pen_status
23721.95672738552,10720.570309800329,0.26901984214782715
23574.22639620304,10102.003979884088,0.2809141278266907
23884.32828977704,10777.022887861356,0.27105310559272766
22751.715883672237,10985.540482971817,0.26911839842796326
23983.44185513258,10839.242553759366,0.27017131447792053
24643.754639349878,10627.946690410376,0.2709716856479645
24190.663011223078,10570.856705868617,0.2725222408771515
23653.656970620155,10019.672801978886,0.2701421082019806
23908.8874694705,10372.562005419284,0.2694852948188782
24219.574174553156,10279.734738208354,0.2694718539714813
24102.310200035572,10059.451026275754,0.27038681507110596
24875.702886033803,10538.7276685033,0.26992136240005493
23455.19865834713,10997.093566909432,0.2717135548591614
24048.418392390013,9948.642773240805,0.2694348394870758
23765.95350700617,10634.872561433353,0.2767016887664795
24092.442664206028,9814.32225716114,0.2844407558441162
23535.77599710226,10619.73098571971,0.2694775462150574
24153.678903728724,10906.534936128184,0.269724577665329
23938.686908721924,10624.816292351112,0.2702178955078125
23476.210109233856,10474.736197330058,0.2705696225166321
23909.748623877764,11340.894147858024,0.26943129301071167
23574.748068332672,9845.815603241324,0.2825056314468384
22967.431386768818,10875.287552056834,0.26930510997772217
23470.688935041428,10010.774071209133,0.27056461572647095
24353.85893790424,10884.05356648378,0.27558600902557373
23972.83196824789,11302.010837964714,0.27116453647613525
24051.817169100046,10577.614464700222,0.2719222605228424
23942.693726301193,10225.571577906609,0.27081674337387085
23681.384054362774,10389.708804301918,0.2696423828601837
23927.35042473674,10334.976074080914,0.2704068124294281
24017.168909728527,10694.917244199198,0.2698172926902771
25079.01740888506,11056.57090638578,0.26930272579193115
23712.321114480495,10918.178558712825,0.27074670791625977
24446.167319983244,10856.918534062803,0.2924059331417084
23550.728785932064,11364.983111299574,0.2691393494606018
24145.37032982707,10966.182736117393,0.26981455087661743
23548.0586450696,10127.006749548018,0.2705552279949188
23009.45713043213,9895.979433909059,0.2689800560474396
24113.687953203917,10642.533970161341,0.28197190165519714
23846.603066831827,10274.148548416793,0.2705046534538269
22998.80325603485,10514.789826456457,0.26910725235939026
23936.41704186797,11035.052677448839,0.27686426043510437
23708.032702684402,10431.415783315897,0.2691713571548462
23999.240476876497,10375.399172455072,0.2705781161785126
23677.172497153282,10365.148834664375,0.2732914090156555
23308.702819406986,10628.888663334772,0.2691175937652588
24144.33273112774,10737.220539823524,0.27079927921295166
24186.059334993362,10270.401969216764,0.27242180705070496
24092.239901542664,10382.182703621686,0.27004891633987427
23629.290854096413,10397.732775449753,0.269465833902359
23725.18597918749,10294.435257047415,0.27686208486557007
23765.2991309762,10287.943417668343,0.26922792196273804
24218.736311286688,10581.78311028704,0.2713020145893097
24078.85367360711,10915.11987326108,0.26944008469581604
23679.36272931099,10171.625805079937,0.27507686614990234
24018.445103615522,10460.440800126642,0.2694035470485687
24549.153145611286,10815.414017197676,0.2700279951095581
23489.736887156963,9740.347683236003,0.26902663707733154
23794.15370362997,10209.396970964968,0.2716684639453888
23306.314890563488,9774.49588240683,0.2705520689487457
23903.541936427355,10155.016633681953,0.27233362197875977
24845.293585327454,9600.091452404857,0.28724586963653564
22970.777650296688,9803.090518325567,0.26898646354675293
24447.45698195696,10349.064845304936,0.27098771929740906
23937.266458034515,10041.084810480475,0.26935964822769165
23646.45661020279,10366.80818362534,0.27094191312789917
23899.173272132874,11102.175809644163,0.2698122262954712
23742.718586206436,9778.79363963008,0.2690756320953369
23687.98292261362,11046.187589135021,0.27000540494918823
24131.624541044235,10340.906237058342,0.2722304165363312
24063.43605044484,11107.451652634889,0.2699628174304962
24014.617263317108,10092.449455671012,0.26954370737075806
22927.97199320793,9866.046531014144,0.3032892644405365
22650.793578982353,10775.632474334445,0.26901698112487793
24020.618346214294,10671.784129828215,0.2692607641220093
24856.31034705043,9775.278919354081,0.2755078971385956
23934.687566548586,9963.029919430614,0.27012792229652405
22920.972789168358,10263.221394114196,0.26978516578674316
24242.05667412281,10195.719031020999,0.27109479904174805
23691.989369511604,10281.451841406524,0.2706325650215149
23824.99568399787,11993.109196528792,0.2690832316875458
23832.94914522767,10720.898668621667,0.2696593999862671
24502.943614944816,10322.47929380089,0.270562082529068
22450.696608304977,11133.024413205683,0.2689674198627472
23904.972889751196,10950.334578752518,0.2701548635959625
23805.196484476328,10385.557840194553,0.26958954334259033
24065.34332922101,10809.741926200688,0.26936498284339905
23514.522614896297,10502.073448516428,0.268984854221344
23834.29206174612,10295.354904472828,0.3022095859050751
23480.284761488438,10451.103926505893,0.2701329290866852
24053.6514236629,10195.25483956188,0.2690093219280243
23870.951884895563,10608.414417881519,0.2706007659435272
24071.47909298539,10775.823494171724,0.26948225498199463
23148.13554817438,10435.792423091829,0.2691677510738373
23572.086329579353,10410.180326491594,0.2697109878063202
23286.413012325764,10555.77058869414,0.2692491412162781
23654.958926856518,10995.669550020248,0.27242082357406616
23031.6862693429,10168.667419925332,0.26902902126312256
